office,num,cat,addr,build_area,land_area,price,lowest,result,date,status,low_per,res_per,comment
서울서부7계,2015-9512,아파트,"서울 서대문구 북가좌동  481, 디엠씨래미안이편한세상 115동 27층 2702호   
서울특별시 은평구 수색동 0, 115동 27층2702호",85㎡ (25.71평),16㎡ (4.84평),"560,000,000","560,000,000",,2016-10-04(10:00),배당종결,100%,,
서울중앙3계,2015-10692,아파트,"서울특별시 관악구 신림동 0,동 5층 505호   
[도로명주소] 서울특별시 관악구  대학20길 27, 105동 5층505호",84㎡ (25.41평),20㎡ (6.05평),"294,000,000","235,200,000",,2016-10-04(10:00),배당종결,80%,,
서울서부7계,2015-50541,아파트,"서울 마포구 신수동  456, 마포경남아너스빌 201동 7층 707호   
서울특별시 마포구 신수동 0, 201동 7층 707호",85㎡ (25.71평),49㎡ (14.82평),"520,000,000","520,000,000",,2016-10-04(10:00),배당종결,100%,,
서울중앙3계,2016-5765,아파트,"서울 종로구 평창동  102, 르트랑시망 3층 303호   
서울특별시 종로구 평창동 0, 3층303호",135㎡ (40.84평),81㎡ (24.5평),"575,000,000","575,000,000",,2016-10-04(10:00),배당종결,100%,,
서울남부4계,2016-6337,아파트,"서울특별시 양천구 신월동 0,동 7층 704호   
[도로명주소] 서울특별시 양천구  신월로 99, 9동 7층704호",51㎡ (15.43평),49㎡ (14.82평),"240,000,000","240,000,000",,2016-10-04(10:00),배당종결,100%,,
서울중앙3계,2016-6997,아파트,"서울특별시 강남구 삼성동 0,단지 201동 10층 1003호   
[도로명주소] 서울특별시 강남구  삼성로111길 8, 201동 10층1003호",84㎡ (25.41평),40㎡ (12.1평),"1,237,000,000","1,237,000,000",,2016-10-04(10:00),배당종결,100%,,
서울중앙2계,2016-4663,아파트,"서울특별시 관악구 신림동 1644동 1층1612호   
[도로명주소]   조원로 25-0",42㎡ (12.7평),22㎡ (6.65평),"117,000,000","117,000,000",,2016-09-29(10:00),배당종결,100%,,
서울남부5계,2015-102597,아파트,"서울특별시 구로구 고척동 0,층 304호   
[도로명주소] 서울특별시 구로구  고척로18길 77, 3층 304호",84㎡ (25.41평),2㎡ (0.6평),"270,000,000","216,000,000",,2016-09-28(10:00),배당종결,80%,,
서울남부5계,2016-4140,아파트,"서울특별시 영등포구 여의도동 0,동 1층 103호   
[도로명주소] 서울특별시 영등포구  여의대방로43나길 25, 102동 1층103호",60㎡ (18.15평),20㎡ (6.05평),"351,000,000","351,000,000",,2016-09-28(10:00),배당종결,100%,,
서울남부7계,2012-34259,아파트,"서울특별시 구로구 구로동  107-1 대림역대성스카이렉스 21층 101-2102호   
서울특별시 구로구 구로동 107-1",114㎡ (34.48평),18㎡ (5.44평),"480,000,000","384,000,000",,2016-09-27(10:00),배당종결,80%,,
서울남부7계,2015-18197,아파트,"서울특별시 강서구 공항동 0,동 2층 204호   
[도로명주소] 서울특별시 강서구  공항대로 351-21, 102동 2층204호",85㎡ (25.71평),43㎡ (13.01평),"430,000,000","430,000,000",,2016-09-27(10:00),배당종결,100%,,
서울중앙21계,2016-4274,아파트,"서울 서초구 서초동  1589-10, 서초 리슈빌 10층 1005호   
서울특별시 서초구 반포동 0, 10층1005호",20㎡ (6.05평),1㎡ (0.3평),"185,000,000","148,000,000",,2016-09-27(10:00),배당종결,80%,,
서울동부1계,2015-4010,아파트,"서울특별시 성동구 마장동 0,동 5층 502호   
[도로명주소] 서울특별시 성동구  마장로 271, 103동 5층502호",135㎡ (40.84평),65㎡ (19.66평),"512,000,000","512,000,000",,2016-09-26(10:00),배당종결,100%,,
서울동부1계,2016-794,아파트,"서울특별시 송파구 오금동 0,동 3층 302호   
[도로명주소] 서울특별시 송파구  오금로 432, 8동 3층302호",85㎡ (25.71평),55㎡ (16.64평),"590,000,000","590,000,000",,2016-09-26(10:00),배당종결,100%,,
서울북부1계,2016-101747,아파트,"서울특별시 강북구 우이동 0,동 3층 301호   
[도로명주소] 서울특별시 도봉구  우이천로 367, 103동 3층301호",85㎡ (25.71평),46㎡ (13.91평),"424,000,000","424,000,000",,2016-09-26(10:00),배당종결,100%,,
서울북부2계,2016-102450,아파트,"서울특별시 노원구 하계동 354동 8층803호   
[도로명주소]   동일로207길 184-0",114㎡ (34.48평),49㎡ (14.82평),"510,000,000","408,000,000",,2016-09-26(10:00),배당종결,80%,,
서울중앙4계,2014-9466,아파트,"서울특별시 서초구 방배동  482-4 청광아트빌14차 13층 1301호   
서울특별시 서초구 방배동 482-4",245㎡ (74.11평),101㎡ (30.55평),"1,400,000,000","1,120,000,000",,2016-09-22(10:00),배당종결,80%,,
서울중앙4계,2015-4406,아파트,"서울특별시 동작구 노량진동 0,동 3층 303호   
[도로명주소] 서울특별시 동작구  노량진로23가길 20, 102동 3층 303호",84㎡ (25.41평),25㎡ (7.56평),"460,000,000","460,000,000",,2016-09-22(10:00),배당종결,100%,,
서울중앙4계,2015-104733,아파트,"서울특별시 강남구 압구정동 397동 12층1203호   
[도로명주소]   압구정로 113-0",141㎡ (42.65평),68㎡ (20.57평),"1,720,000,000","1,376,000,000",,2016-09-22(10:00),배당종결,80%,,
서울남부3계,2015-18159,아파트,서울특별시 구로구 천왕동  천왕도시개발사업지구4단지 천왕이펜하우스4단지 402동 6층602호,85㎡ (25.71평),84.97㎡ (25.7평),"430,000,000","344,000,000",,2016-09-21(10:00),배당종결,80%,,
서울중앙10계,2016-4465,아파트,"서울특별시 서초구 방배동  998 방배어울림 102동 6층603호   
서울특별시 서초구 방배동 998",123㎡ (37.21평),75㎡ (22.69평),"1,030,000,000","824,000,000",,2016-09-21(10:00),배당종결,80%,,
서울중앙10계,2016-5536,아파트,"서울특별시 종로구 사직동 0,동 7층 704호   
[도로명주소] 서울특별시 종로구  사직로8길 4, 105동 7층704호",66㎡ (19.96평),26㎡ (7.86평),"530,000,000","530,000,000",,2016-09-21(10:00),배당종결,100%,,
서울서부5계,2015-14682,아파트,"서울 용산구 한남동  72-1, 한남동리첸시아 13층 비-1306호   
서울특별시 용산구 한남동 0, 13층비-1306호",72㎡ (21.78평),19㎡ (5.75평),"655,000,000","655,000,000",,2016-09-20(10:00),배당종결,100%,,
서울서부2계,2016-1140,아파트,"서울 용산구 한강로3가  63-389, 용산시티파크 1단지 35층 103-3501호   
서울특별시 용산구 서빙고동 0, 35층103-3501호",114㎡ (34.48평),26㎡ (7.86평),"1,130,000,000","904,000,000",,2016-09-20(10:00),배당종결,80%,,
서울남부1계,2016-1202,아파트,"서울특별시 양천구 목동 0,동 7층 705호   
[도로명주소] 서울특별시 양천구  목동동로 10, 1110동 7층705호",66㎡ (19.96평),43㎡ (13.01평),"520,000,000","520,000,000",,2016-09-20(10:00),배당종결,100%,,
서울남부1계,2016-3529,아파트,"서울특별시 구로구 구로동  792-103  1층101호   
서울특별시 구로구 구로동 792-103",2㎡ (0.6평),10㎡ (3.02평),"4,285,000","4,285,000",,2016-09-20(10:00),배당종결,100%,,
서울남부1계,2016-102150,아파트,"서울특별시 금천구 시흥동 793-6동 2층 202호   
[도로명주소]   독산로44길 51-0",85㎡ (25.71평),53㎡ (16.03평),"260,000,000","260,000,000",,2016-09-20(10:00),배당종결,100%,,
서울동부3계,2015-8364,아파트,"서울특별시 광진구 자양동 0,동 22층 2204호   
[도로명주소] 서울특별시 광진구  자양번영로3길 65, 102동 22층2204호",85㎡ (25.71평),22㎡ (6.65평),"560,000,000","560,000,000",,2016-09-19(10:00),배당종결,100%,,
서울동부3계,2016-1308,아파트,"서울특별시 송파구 오금동 0,층 1403호   
[도로명주소] 서울특별시 송파구  오금로 126, 14층1403호",84㎡ (25.41평),25㎡ (7.56평),"600,000,000","480,000,000",,2016-09-19(10:00),배당종결,80%,,
서울북부9계,2016-101655,아파트,"서울특별시 도봉구 방학동 0,동 11층 1101호   
[도로명주소] 서울특별시 도봉구  방학로15길 40, 105동 11층1101호",147㎡ (44.47평),72㎡ (21.78평),"446,000,000","446,000,000",,2016-09-19(10:00),배당종결,100%,,
서울남부11계,2014-25457,아파트,"서울특별시 양천구 목동 0,동 13층 1302호   
[도로명주소] 서울특별시 양천구  목동중앙로 57, 101동 13층 1302호",85㎡ (25.71평),34㎡ (10.28평),"442,000,000","442,000,000",,2016-09-13(10:00),배당종결,100%,,
서울서부1계,2015-12341,아파트,"서울 은평구 진관동  10, 은평뉴타운 상림마을 735동 9층 901호   
서울특별시 은평구 진관동 0, 735동 9층901호",168㎡ (50.82평),,"890,000,000","569,600,000",,2016-09-13(10:00),배당종결,64%,,
서울중앙5계,2015-104078,아파트,"서울특별시 강남구 역삼동 723-21층403호   
[도로명주소]   언주로81길 31-0",85㎡ (25.71평),37㎡ (11.19평),"555,000,000","444,000,000",,2016-09-13(10:00),배당종결,80%,,
서울중앙5계,2016-470,아파트,"서울특별시 관악구 봉천동 0,동 3층 303호   
[도로명주소] 서울특별시 관악구  보라매로 62, 107동 3층303호",85㎡ (25.71평),32㎡ (9.68평),"451,000,000","360,800,000",,2016-09-13(10:00),배당종결,80%,,
서울남부11계,2016-101300,아파트,"서울특별시 양천구 신정동 0,동 7층 707호   
[도로명주소] 서울특별시 양천구  신정로 300, 501동 7층707호",114㎡ (34.48평),46㎡ (13.91평),"575,000,000","460,000,000",,2016-09-13(10:00),배당종결,80%,,
서울중앙7계,2015-12414,아파트,"서울특별시 강남구 청담동  106-21  5층502호   
서울특별시 강남구 청담동 106-21",84㎡ (25.41평),40㎡ (12.1평),"880,000,000","880,000,000",,2016-09-08(10:00),배당종결,100%,,
서울중앙7계,2016-4311,아파트,"서울특별시 동작구 상도동  416 아이파크상도동 106동 16층1601호   
서울특별시 동작구 상도동 416",115㎡ (34.79평),46㎡ (13.91평),"638,000,000","638,000,000",,2016-09-08(10:00),배당종결,100%,,
서울남부9계,2015-17576,아파트,"서울특별시 양천구 신정동 0,동 7층 704호   
[도로명주소] 서울특별시 양천구  신정로 290, 303동 7층704호",85㎡ (25.71평),37㎡ (11.19평),"460,000,000","368,000,000",,2016-09-07(10:00),배당종결,80%,,
서울남부9계,2016-4553,아파트,"서울특별시 양천구 목동 0,동 4층 407호   
[도로명주소] 서울특별시 양천구  목동동로12길 23, 1011동 4층407호",85㎡ (25.71평),36㎡ (10.89평),"630,000,000","504,000,000",,2016-09-07(10:00),배당종결,80%,,
서울남부9계,2016-100949,아파트,"서울특별시 양천구 신월동 0,동 11층 1107호   
[도로명주소] 서울특별시 양천구  신월로 99, 17동 11층1107호",59㎡ (17.85평),57㎡ (17.24평),"270,000,000","270,000,000",,2016-09-07(10:00),배당종결,100%,,
서울서부3계,2013-16103,아파트,"서울특별시 은평구 불광동  483-11 해피플러스1 지층 비01호   
서울특별시 은평구 불광동 483-11",45㎡ (13.61평),17㎡ (5.14평),"370,000,000","151,552,000",,2016-09-06(10:00),배당종결,41%,,
서울서부6계,2015-652,아파트,"서울특별시 은평구 갈현동 0,동 3층 307호   
[도로명주소] 서울특별시 은평구  갈현로23길 41, 101동 3층 307호",22㎡ (6.65평),196㎡ (59.29평),"241,579,000","193,263,000",,2016-09-06(10:00),배당종결,80%,,
서울서부3계,2015-7554,아파트,"서울특별시 용산구 이촌동 0,동 11층 1102호   
[도로명주소] 서울특별시 용산구  이촌로64길 15, 103동 11층1102호",86㎡ (26.01평),13㎡ (3.93평),"880,000,000","704,000,000",,2016-09-06(10:00),배당종결,80%,,
서울서부6계,2015-8656,아파트,"서울 은평구 갈현동  538 4층 403호   
서울특별시 은평구 갈현동 0, 101동 4층403호",85㎡ (25.71평),44㎡ (13.31평),"340,000,000","272,000,000",,2016-09-06(10:00),배당종결,80%,,
서울남부8계,2015-104203,아파트,"서울특별시 양천구 목동 0,동 1층 101호   
[도로명주소] 서울특별시 양천구  목동동로 100, 1328동 1층101호",152㎡ (45.98평),78㎡ (23.59평),"1,060,000,000","1,060,000,000",,2016-09-06(10:00),배당종결,100%,,
서울중앙9계,2016-104,아파트,"서울특별시 영등포구 여의도동 0,동 5층 506호   
[도로명주소] 서울특별시 동작구  여의대방로44길 10, 103동 5층506호",165㎡ (49.91평),71㎡ (21.48평),"860,000,000","688,000,000",,2016-09-06(10:00),배당종결,80%,,
서울중앙9계,2016-883,아파트,"서울특별시 강남구 도곡동 0,동 6층 603호   
[도로명주소] 서울특별시 강남구  도곡로78길 22, 114동 6층603호",97㎡ (29.34평),31㎡ (9.38평),"1,200,000,000","960,000,000",,2016-09-06(10:00),배당종결,80%,,
서울서부3계,2016-2709,아파트,"서울특별시 마포구 신수동 0,동 6층 602호   
[도로명주소] 서울특별시 마포구  신수로 15, 104동 6층602호",115㎡ (34.79평),39㎡ (11.8평),"704,000,000","563,200,000",,2016-09-06(10:00),배당종결,80%,,
서울남부8계,2016-3499,아파트,"서울특별시 금천구 독산동 0,동 2층 203호   
[도로명주소] 서울특별시 금천구  독산로36길 36, 102동 2층203호",41㎡ (12.4평),15㎡ (4.54평),"193,000,000","154,400,000",,2016-09-06(10:00),배당종결,80%,,
서울중앙9계,2016-4731,아파트,"서울특별시 동작구 동작동 0,동 3층 308호   
[도로명주소] 서울특별시 동작구  동작대로29길 81, 601동 3층308호",111㎡ (33.58평),54㎡ (16.33평),"550,000,000","550,000,000",,2016-09-06(10:00),배당종결,100%,,
서울동부2계,2015-11049,아파트,"서울특별시 강동구 고덕동 0,동 7층 710호   
[도로명주소] 서울특별시 강동구  고덕로62길 29, 101동 7층710호",85㎡ (25.71평),33㎡ (9.98평),"520,000,000","520,000,000",,2016-09-05(10:00),배당종결,100%,,
서울동부5계,2015-53036,아파트,"서울특별시 광진구 자양동 0,동 8층 802호   
[도로명주소] 서울특별시 광진구  자양로3가길 43, 102동 8층802호",82㎡ (24.8평),36㎡ (10.89평),"470,000,000","470,000,000",,2016-09-05(10:00),배당종결,100%,,
서울동부5계,2015-53340,아파트,"서울특별시 광진구 자양동 0,층 201호   
[도로명주소] 서울특별시 광진구  자양강변길 297, 2층201호",156㎡ (47.19평),52㎡ (15.73평),"785,000,000","502,400,000",,2016-09-05(10:00),배당종결,64%,,
서울북부6계,2016-288,아파트,"서울특별시 성북구 종암동 0,동 3층 302호   
[도로명주소] 서울특별시 성북구  종암로5길 26, 101동 3층302호",76㎡ (22.99평),30㎡ (9.07평),"334,000,000","267,200,000",,2016-09-05(10:00),배당종결,80%,,
서울동부5계,2016-879,아파트,"서울특별시 마포구 상암동 0,동 15층 1506호   
[도로명주소] 서울특별시 강동구  상암로 11, 104동 15층1506호",73㎡ (22.08평),22㎡ (6.65평),"480,000,000","384,000,000",,2016-09-05(10:00),배당종결,80%,,
서울동부2계,2016-50003,아파트,"서울특별시 송파구 송파동 0,동 9층 908호   
[도로명주소] 서울특별시 송파구  송파대로 567, 523동 9층908호",104㎡ (31.46평),72㎡ (21.78평),"1,200,000,000","1,200,000,000",,2016-09-05(10:00),배당종결,100%,,
서울중앙8계,2015-17754,아파트,"서울특별시 강남구 압구정동 0,동 4층 404호   
[도로명주소] 서울특별시 강남구  압구정로29길 71, 25동 4층404호",160㎡ (48.4평),72㎡ (21.78평),"2,270,000,000","1,816,000,000",,2016-09-01(10:00),배당종결,80%,,
서울중앙8계,2015-20637,아파트,"서울 관악구 신림동  1735, 관악산휴먼시아 202동 16층 1601호   
서울특별시 관악구 신림동 0, 202동 16층1601호",60㎡ (18.15평),33㎡ (9.98평),"355,000,000","284,000,000",,2016-09-01(10:00),배당종결,80%,,
서울중앙8계,2016-3622,아파트,"서울 동작구 흑석동  336, 흑석한강푸르지오 109동 11층 1104호   
서울특별시 동작구 흑석동 0, 109동 11층1104호",85㎡ (25.71평),47㎡ (14.22평),"729,000,000","583,200,000",,2016-09-01(10:00),배당종결,80%,,
서울중앙8계,2016-101526,아파트,"서울특별시 강남구 압구정동 0,층 508호   
[도로명주소] 서울특별시 강남구  압구정로2길 46, 5층508호",150㎡ (45.37평),16㎡ (4.84평),"550,000,000","550,000,000",,2016-09-01(10:00),배당종결,100%,,
서울남부6계,2016-2434,아파트,"서울특별시 강서구 방화동 0,동 6층 602호   
[도로명주소] 서울특별시 강서구  방화대로37길 35, 103동 6층602호",85㎡ (25.71평),11㎡ (3.33평),"380,000,000","380,000,000",,2016-08-31(10:00),배당종결,100%,,
서울남부6계,2016-3253,아파트,"서울특별시 금천구 독산동 0,동 20층 2001호   
[도로명주소] 서울특별시 금천구  독산로50길 89, 106동 20층2001호",114㎡ (34.48평),39㎡ (11.8평),"410,000,000","328,000,000",,2016-08-31(10:00),배당종결,80%,,
서울중앙3계,2015-12834,아파트,"서울특별시 강남구 청담동  106-21  5층501호   
서울특별시 강남구 청담동 106-21",84㎡ (25.41평),40㎡ (12.1평),"875,000,000","875,000,000",,2016-08-30(10:00),배당종결,100%,,
서울서부7계,2015-12860,아파트,"서울특별시 은평구 갈현동 0,층 211호   
[도로명주소] 서울특별시 은평구  갈현로45길 57, 2층211호",60㎡ (18.15평),20㎡ (6.05평),"175,000,000","140,000,000",,2016-08-30(10:00),배당종결,80%,,
서울남부10계,2016-1479,아파트,"서울특별시 강서구 마곡동 14-21층601호   
[도로명주소]   양천로47나길 13-8",42㎡ (12.7평),21㎡ (6.35평),"155,000,000","155,000,000",,2016-08-30(10:00),배당종결,100%,,
서울서부4계,2016-3641,아파트,"서울 은평구 구산동  224, 경남아너스빌 101동 11층 1104호   
서울특별시 은평구 갈현동 0, 101동 11층1104호",123㎡ (37.21평),56㎡ (16.94평),"410,000,000","410,000,000",,2016-08-30(10:00),배당종결,100%,,
서울동부7계,2014-15341,아파트,"서울 강동구 길동  445-1, 강동역에스케이허브 8층 809호   
서울특별시 강동구 천호동 0, 8층 809호",48㎡ (14.52평),7㎡ (2.12평),"263,000,000","55,155,000",,2016-08-29(10:00),배당종결,21%,,
서울북부4계,2016-4983,아파트,"서울 도봉구 창동  825, 북한산아이파크 513동 2층 203호   
서울특별시 도봉구 도봉동 0, 513동 2층203호",119㎡ (36평),46㎡ (13.91평),"610,000,000","488,000,000",,2016-08-29(10:00),배당종결,80%,,
서울북부4계,2016-5146,아파트,"서울 동대문구 용두동  791, 용두두산위브 103동 17층 1701호   
서울특별시 성북구 정릉동 0, 103동 17층1701호",85㎡ (25.71평),47㎡ (14.22평),"524,000,000","419,200,000",,2016-08-29(10:00),배당종결,80%,,
서울중앙6계,2015-14144,아파트,"서울 강남구 세곡동  533, 엘에이치푸르지오 211동 12층 1203호   
서울특별시 강남구 자곡동 0, 211동 12층1203호",75㎡ (22.69평),57㎡ (17.24평),"710,000,000","568,000,000",,2016-08-24(10:00),배당종결,80%,,
서울남부4계,2015-20756,아파트,"서울 강서구 등촌동  714, 등촌동3차코오롱오투빌 303동 1층 102호   
서울특별시 강서구 공항동 0, 303동 1층102호",85㎡ (25.71평),45㎡ (13.61평),"395,000,000","316,000,000",,2016-08-24(10:00),배당종결,80%,,
서울남부4계,2016-2748,아파트,"서울특별시 양천구 목동 0,동 2층 208호   
[도로명주소] 서울특별시 양천구  목동동로12길 60, 101동 2층208호",71㎡ (21.48평),28㎡ (8.47평),"429,000,000","429,000,000",,2016-08-24(10:00),배당종결,100%,,
서울중앙6계,2016-100479,아파트,"서울 서초구 서초동  1685-3, 아크로비스타 4층 씨-410호   
서울특별시 서초구 서초동 0, 4층씨-410호",152㎡ (45.98평),24㎡ (7.26평),"1,500,000,000","1,200,000,000",,2016-08-24(10:00),배당종결,80%,,
서울서부2계,2016-50159,아파트,"서울 용산구 이촌동  300-23 2층 203호   
서울특별시 용산구 이촌동 0, 15동 2층203호",102㎡ (30.85평),96㎡ (29.04평),"1,470,000,000",0,,2016-08-23(14:00),배당종결,0%,,
서울중앙21계,2016-142,아파트,"서울특별시 강남구 압구정동 0,동 7층 709호   
[도로명주소] 서울특별시 강남구  압구정로50길 28, 101동 7층709호",85㎡ (25.71평),9㎡ (2.72평),"730,000,000","584,000,000",,2016-08-23(10:00),배당종결,80%,,
서울중앙21계,2016-3516,아파트,"서울특별시 서초구 잠원동 0,동 14층 1403호   
[도로명주소] 서울특별시 서초구  잠원로 150, 6동 14층1403호 )",85㎡ (25.71평),38㎡ (11.49평),"974,000,000","974,000,000",,2016-08-23(10:00),배당종결,100%,,
서울동부6계,2011-4159,아파트,서울특별시 광진구 자양동  767-4 자양오피스텔 9층 904호,15㎡ (4.54평),2㎡ (0.6평),"45,000,000","36,000,000",,2016-08-22(10:00),배당종결,80%,,
서울동부6계,2011-4173,아파트,"서울특별시 광진구 자양동  767-4 자양오피스텔 4층 407호   
서울특별시 광진구 자양동 767-4",15㎡ (4.54평),513㎡ (155.18평),"48,000,000","38,400,000",,2016-08-22(10:00),배당종결,80%,,
서울동부6계,2015-3888,아파트,"서울특별시 송파구 방이동 89동 8층804호   
[도로명주소]   양재대로 1218-0",16㎡ (4.84평),123㎡ (37.21평),"1,600,000,000","1,280,000,000",,2016-08-22(10:00),배당종결,80%,,
서울북부2계,2015-21097,아파트,"서울특별시 성북구 정릉동 0,층 506호   
[도로명주소] 서울특별시 성북구  정릉로52길 46, 5층506호",85㎡ (25.71평),47㎡ (14.22평),"358,000,000","286,400,000",,2016-08-22(10:00),배당종결,80%,,
서울북부2계,2016-1854,아파트,"서울특별시 중랑구 신내동 801동 5층502호   
[도로명주소]   용마산로129가길 41-0",85㎡ (25.71평),35㎡ (10.59평),"375,000,000","300,000,000",,2016-08-22(10:00),배당종결,80%,,
서울북부1계,2016-3133,아파트,"서울특별시 도봉구 도봉동 0,동 17층 1702호   
[도로명주소] 서울특별시 도봉구  도봉로180길 6-23, 101동 17층1702호",85㎡ (25.71평),31㎡ (9.38평),"387,000,000","309,600,000",,2016-08-22(10:00),배당종결,80%,,
서울북부2계,2016-3386,아파트,"서울 동대문구 이문동  292-10, 이문동웰츠타워 13층 102동1305호   
서울특별시 동대문구 이문동 0, 13층102동1305호",112㎡ (33.88평),28㎡ (8.47평),"490,000,000","392,000,000",,2016-08-22(10:00),배당종결,80%,,
서울북부2계,2016-101839,아파트,"서울 성북구 정릉동  1034 1001동 10층 1002호   
서울특별시 성북구 정릉동 0, 1001동 10층1002호",,,"522,000,000","522,000,000",,2016-08-22(10:00),배당종결,100%,,
서울중앙2계,2012-1291,아파트,"서울특별시 성북구 장위동  219-211   
서울특별시 성북구 장위동 219-211",257㎡ (77.74평),172㎡ (52.03평),"601,911,260","385,223,000",,2016-08-18(10:00),배당종결,64%,,
서울중앙2계,2014-7330,아파트,"서울특별시 강남구 청담동  106-11  7층 702호   
서울특별시 강남구 청담동 106-11",84㎡ (25.41평),40㎡ (12.1평),"830,000,000",0,,2016-08-18(10:00),배당종결,0%,,
서울중앙2계,2016-395,아파트,"서울 관악구 봉천동  1712, 관악드림타운 108동 17층 1701호   
서울특별시 관악구 봉천동 0, 108동 17층1701호",85㎡ (25.71평),37㎡ (11.19평),"458,000,000","366,400,000",,2016-08-18(10:00),배당종결,80%,,
서울서부5계,2015-14538,아파트,"서울특별시 용산구 이촌동 0,동 15층 1502호   
[도로명주소] 서울특별시 용산구  이촌로2가길 122, 103동 15층1502호",85㎡ (25.71평),19㎡ (5.75평),"866,000,000","692,800,000",,2016-08-16(10:00),배당종결,80%,,
서울중앙1계,2015-19231,아파트,"서울특별시 강남구 압구정동 0,동 5층 509호   
[도로명주소] 서울특별시 강남구  압구정로29길 57, 61동 5층509호",83㎡ (25.11평),42㎡ (12.7평),"1,285,000,000","1,285,000,000",,2016-08-16(10:00),배당종결,100%,,
서울남부3계,2015-20053,아파트,"서울특별시 양천구 목동 0,층 401호   
[도로명주소] 서울특별시 양천구  목동서로2길 16, 4층401호",119㎡ (36평),61㎡ (18.45평),"830,000,000","664,000,000",,2016-08-16(10:00),배당종결,80%,,
서울서부5계,2016-1577,아파트,"서울 은평구 구산동  159-10, 브라운스톤 구산 105동 1층 102호   
서울특별시 은평구 갈현동 0, 105동 1층102호",85㎡ (25.71평),46㎡ (13.91평),"350,000,000","280,000,000",,2016-08-16(10:00),배당종결,80%,,
서울서부2계,2016-2426,아파트,"서울특별시 은평구 증산동 0,층 702호   
[도로명주소] 서울특별시 은평구  증산로 435, 7층702호",83㎡ (25.11평),40㎡ (12.1평),"305,000,000","305,000,000",,2016-08-16(10:00),배당종결,100%,,
서울서부5계,2016-3078,아파트,"서울 서대문구 연희동  218-16, 일진아이월 2층 203호   
서울특별시 마포구 동교동 0, 2층203호",21㎡ (6.35평),2㎡ (0.6평),"96,000,000","96,000,000",,2016-08-16(10:00),배당종결,100%,,
서울중앙4계,2015-6600,아파트,"서울특별시 강남구 대치동  890-42 대치동우정에쉐르2 9층901호   
서울특별시 강남구 대치동 890-42",60㎡ (18.15평),17㎡ (5.14평),"420,000,000","420,000,000",,2016-08-11(10:00),배당종결,100%,,
서울중앙4계,2015-17242,아파트,"서울특별시 관악구 신림동 0,동 3층 303호   
[도로명주소] 서울특별시 관악구  신림로3길 40, 4동 3층303호",85㎡ (25.71평),37㎡ (11.19평),"420,000,000","336,000,000",,2016-08-11(10:00),배당종결,80%,,
서울중앙4계,2016-101694,아파트,"서울특별시 강남구 삼성동  82-4 삼성동헤렌하우스2 비블럭동 5층502호   
서울특별시 강남구 삼성동 82-4",132㎡ (39.93평),52㎡ (15.73평),"1,940,000,000","1,552,000,000",,2016-08-11(10:00),배당종결,80%,,
서울중앙10계,2015-7610,아파트,"서울특별시 강남구 청담동  106-21  10층1001호   
서울특별시 강남구 청담동 106-21",164㎡ (49.61평),67㎡ (20.27평),"1,570,000,000","1,570,000,000",,2016-08-10(10:00),배당종결,100%,,
서울남부1계,2015-103255,아파트,"서울 영등포구 여의도동  61, 여의도금호리첸시아 12층 비1203호   
서울특별시 영등포구 여의도동 0, 12층비1203호",165㎡ (49.91평),24㎡ (7.26평),"1,580,000,000","1,264,000,000",,2016-08-10(10:00),배당종결,80%,,
서울중앙10계,2016-74,아파트,"서울 동작구 신대방동  719, 동작상떼빌 101동 19층 1901호   
서울특별시 동작구 신대방동 0, 101동 19층1901호",129㎡ (39.02평),30㎡ (9.07평),"660,000,000","528,000,000",,2016-08-10(10:00),배당종결,80%,,
서울중앙10계,2016-890,아파트,"서울특별시 서초구 서초동 0,동 4층 404호   
[도로명주소] 서울특별시 서초구  서초대로 385, 8동 4층404호",131㎡ (39.63평),55㎡ (16.64평),"1,250,000,000","1,250,000,000",,2016-08-10(10:00),배당종결,100%,,
서울중앙10계,2016-100776,아파트,"서울 중구 회현동2가  87, 쌍용남산플래티넘 13층 에이-1302호   
서울특별시 중구 소공동 0, 13층에이-1302호",140㎡ (42.35평),17㎡ (5.14평),"1,100,000,000","880,000,000",,2016-08-10(10:00),배당종결,80%,,
서울중앙5계,2015-11596,아파트,"서울 강남구 대치동  511, 한보미도맨션 102동 14층 1406호   
서울특별시 강남구 삼성동 0, 102동 14층1406호",105㎡ (31.76평),58㎡ (17.54평),"1,190,000,000","952,000,000",,2016-08-09(10:00),배당종결,80%,,
서울중앙5계,2015-17266,아파트,"서울 동작구 흑석동  336, 흑석한강푸르지오 114동 7층 701호   
서울특별시 동작구 흑석동 0, 114동 7층701호",116㎡ (35.09평),63㎡ (19.06평),"895,000,000","716,000,000",,2016-08-09(10:00),배당종결,80%,,
서울서부1계,2015-52097,아파트,"서울특별시 마포구 망원동 418-5층 401호   
[도로명주소]   희우정로 120-0",100㎡ (30.25평),38㎡ (11.49평),"436,000,000","348,800,000",,2016-08-09(10:00),배당종결,80%,,
서울서부8계,2016-1935,아파트,"서울 마포구 아현동  774, 마포래미안푸르지오 410동 26층 2604호   
서울특별시 마포구 마포동 0, 410동 26층2604호",114㎡ (34.48평),18㎡ (5.44평),"1,030,000,000","824,000,000",,2016-08-09(10:00),배당종결,80%,,
