office,num,case_year,cat,addr,load_addr,dong,bunji,detail_dong,detail_ho,floor,brand,build_area,land_area,price,lowest,hammer,date,year,month,day,status,low_per,ham_per,comment,floor_cat,build_area_grade,land,date_ym,result,comment_val,gu,dong0
서울중앙10계,2018-106068,2018,아파트,"서울특별시 동작구 노량진동 325, 703동 17층1710호 (노량진동,신동아리버파크)",서울특별시 동작구 만양로 19,노량진동,325,703동,1710호,17.0,"노량진동,신동아리버파크",84.88,31.28,769000000,615200000,615200000.0,2019-05-22,2019,5,22,배당종결,80,80.0,,13~20층,중형,1,201905,1,0,동작구,서울특별시 동작구 노량진동
서울남부11계,2018-9927,2018,아파트,"서울특별시 구로구 신도림동 290, 2동 13층1309호 (신도림동,미성아파트)",서울특별시 구로구 신도림로11가길 36,신도림동,290,2동,1309호,13.0,"신도림동,미성아파트",52.45,26.0,374000000,299200000,299200000.0,2019-05-21,2019,5,21,배당종결,80,80.0,,13~20층,소형,1,201905,1,0,구로구,서울특별시 구로구 신도림동
서울남부11계,2018-107432,2018,아파트,"서울특별시 금천구 시흥동 1013, 521동 10층1008호 (시흥동,벽산아파트)",서울특별시 금천구 금하로 816,시흥동,1013,521동,1008호,10.0,"시흥동,벽산아파트",59.34,28.01,318000000,254400000,254400000.0,2019-05-21,2019,5,21,배당종결,80,80.0,,8~12층,소형,1,201905,1,0,금천구,서울특별시 금천구 시흥동
서울동부6계,2018-712,2018,아파트,"서울특별시 강동구 성내동 510-1, 5층501호 (성내동,광남캐스빌)",서울특별시 강동구 풍성로 147-14,성내동,510-1,,501호,5.0,"성내동,광남캐스빌",74.51,34.77,391000000,312800000,312800000.0,2019-05-20,2019,5,20,배당종결,80,80.0,,4~7층,중형,1,201905,1,0,강동구,서울특별시 강동구 성내동
서울동부2계,2018-2442,2018,아파트,"서울특별시 송파구 가락동 140, 203동 11층1103호 (가락동,가락쌍용아파트)",서울특별시 송파구 동남로 193,가락동,140,203동,1103호,11.0,"가락동,가락쌍용아파트",59.92,21.075,710000000,568000000,568000000.0,2019-05-20,2019,5,20,배당종결,80,80.0,,8~12층,소형,1,201905,1,0,송파구,서울특별시 송파구 가락동
서울북부9계,2018-6372,2018,아파트,"서울특별시 노원구 중계동 360-15, 307동 5층503호 (중계동,건영아파트)",서울특별시 노원구 노원로22길 71,중계동,360-15,307동,503호,5.0,"중계동,건영아파트",84.9,44.133,710000000,710000000,710000000.0,2019-05-20,2019,5,20,배당종결,100,100.0,,4~7층,중형,1,201905,1,0,노원구,서울특별시 노원구 중계동
서울북부9계,2018-11251,2018,아파트,"서울특별시 도봉구 창동 443-1, 2층202호 (창동,삼성브래뉴아파트)",서울특별시 도봉구 덕릉로 286,창동,443-1,,202호,2.0,"창동,삼성브래뉴아파트",57.18,26.8,230000000,184000000,184000000.0,2019-05-20,2019,5,20,배당종결,80,80.0,,지하~3층,소형,1,201905,1,0,도봉구,서울특별시 도봉구 창동
서울동부6계,2018-50311,2018,아파트,"서울특별시 송파구 잠실동 19, 137동 1층102호 (잠실동,잠실엘스)",서울특별시 송파구 올림픽로 99,잠실동,19,137동,102호,1.0,"잠실동,잠실엘스",42.4,20.27,770000000,616000000,616000000.0,2019-05-20,2019,5,20,배당종결,80,80.0,,지하~3층,소형,1,201905,1,0,송파구,서울특별시 송파구 잠실동
서울동부2계,2018-52072,2018,아파트,"서울특별시 송파구 신천동 20-4, 13동 4층401호",,신천동,20-4,13동,401호,4.0,,75.77,46.61,1310000000,1310000000,1310000000.0,2019-05-20,2019,5,20,배당종결,100,100.0,,4~7층,중형,1,201905,1,0,송파구,서울특별시 송파구 신천동
서울북부8계,2018-102300,2018,아파트,"서울특별시 강북구 번동 656, 102동 7층702호 (번동,번동금호어울림)",서울특별시 강북구 오현로31길 85-7,번동,656,102동,702호,7.0,"번동,번동금호어울림",59.43,24.325,290000000,290000000,290000000.0,2019-05-20,2019,5,20,배당종결,100,100.0,,4~7층,소형,1,201905,1,0,강북구,서울특별시 강북구 번동
서울북부9계,2018-106371,2018,아파트,"서울특별시 중랑구 면목동 1512, 4층403호 (면목동,형진아파트)",서울특별시 중랑구 중랑천로 8,면목동,1512,,403호,4.0,"면목동,형진아파트",59.94,19.75,312000000,249600000,249600000.0,2019-05-20,2019,5,20,배당종결,80,80.0,,4~7층,소형,1,201905,1,0,중랑구,서울특별시 중랑구 면목동
서울북부9계,2019-36,2019,아파트,"서울특별시 중랑구 면목동 1513, 101동 3층314호 (면목동,면목동삼호아파트)",서울특별시 중랑구 용마산로 259,면목동,1513,101동,314호,3.0,"면목동,면목동삼호아파트",83.08,44.85,427000000,427000000,427000000.0,2019-05-20,2019,5,20,배당종결,100,100.0,,지하~3층,중형,1,201905,1,0,중랑구,서울특별시 중랑구 면목동
서울남부9계,2018-104174,2018,아파트,"서울특별시 구로구 구로동 1261, 101동 13층1302호 (구로동,일신건영아파트)",서울특별시 구로구 새말로9길 22,구로동,1261,101동,1302호,13.0,"구로동,일신건영아파트",59.97,19.159,386000000,308800000,308800000.0,2019-05-15,2019,5,15,배당종결,80,80.0,,13~20층,소형,1,201905,1,0,구로구,서울특별시 구로구 구로동
서울중앙1계,2018-3879,2018,아파트,"서울특별시 강남구 삼성동 11, 110동 16층1602호 (삼성동,롯데캐슬프레미어)",서울특별시 강남구 선릉로126길 22,삼성동,11,110동,1602호,16.0,"삼성동,롯데캐슬프레미어",213.435,94.626,3100000000,2480000000,2480000000.0,2019-05-14,2019,5,14,배당종결,80,80.0,,13~20층,초대형,1,201905,1,0,강남구,서울특별시 강남구 삼성동
서울서부7계,2018-4587,2018,아파트,"서울특별시 은평구 증산동 244, 103동 11층1101호 (증산동,우방아파트)",서울특별시 은평구 증산로3길 26-1,증산동,244,103동,1101호,11.0,"증산동,우방아파트",84.99,30.84,560000000,560000000,575999999.0,2019-05-14,2019,5,14,매각,100,103.0,,8~12층,중형,1,201905,1,0,은평구,서울특별시 은평구 증산동
서울서부7계,2018-5184,2018,아파트,"서울특별시 은평구 응암동 759, 113동 6층605호 (응암동,백련산힐스테이트1차)",서울특별시 은평구 백련산로2길 19,응암동,759,113동,605호,6.0,"응암동,백련산힐스테이트1차",141.04,93.3,730000000,584000000,700320000.0,2019-05-14,2019,5,14,매각,80,96.0,대항력있는임차인,4~7층,초대형,1,201905,1,1,은평구,서울특별시 은평구 응암동
서울북부5계,2018-8750,2018,아파트,"서울특별시 동대문구 장안동 327, 101동 1층107호 (장안동,장안동정은스카이빌아파트)",서울특별시 동대문구 답십리로69길 9,장안동,327,101동,107호,1.0,"장안동,장안동정은스카이빌아파트",40.59,17.02,218000000,139520000,181277000.0,2019-05-13,2019,5,13,매각,64,83.0,,지하~3층,소형,1,201905,1,0,동대문구,서울특별시 동대문구 장안동
서울북부2계,2018-10487,2018,아파트,서울특별시 노원구 월계동  938 건양노블레스아파트 19층1902호,서울특별시 노원구 화랑로45길 42-18,월계동,938,,1902호,19.0,,84.65899999999998,22.62,443000000,443000000,443000000.0,2019-05-13,2019,5,13,배당종결,100,100.0,,13~20층,중형,1,201905,1,0,노원구,서울특별시 노원구 월계동
서울북부5계,2018-104801,2018,아파트,"서울특별시 노원구 상계동 359, 101동 14층 1403호 (상계동,노원현대아파트)",서울특별시 노원구 상계로3길 50,상계동,359,101동,1403호,14.0,"상계동,노원현대아파트",84.78,40.01,523000000,418400000,418400000.0,2019-05-13,2019,5,13,배당종결,80,80.0,,13~20층,중형,1,201905,1,0,노원구,서울특별시 노원구 상계동
서울중앙7계,2018-7956,2018,아파트,"서울특별시 동작구 노량진동 325, 705동 28층2805호 (노량진동,신동아리버파크)",서울특별시 구로구 디지털로32길 92,노량진동,325,705동,2805호,28.0,"노량진동,신동아리버파크",114.75,40.81,900000000,720000000,772990000.0,2019-05-09,2019,5,9,매각,80,86.0,,21층 이상,대형,1,201905,1,0,동작구,서울특별시 동작구 노량진동
서울북부3계,2018-10883,2018,아파트,"서울 동대문구 장안동  336, 장안현대홈타운 106동 14층 1405호",서울특별시 동대문구 장안벚꽃로 107,장안동,336,106동,1405호,14.0,,133.72,53.603,785000000,785000000,786300000.0,2019-05-07,2019,5,7,배당종결,100,100.1656050955414,,13~20층,대형,1,201905,1,0,동대문구,서울특별시 동대문구 장안동
서울남부4계,2018-4144,2018,아파트,서울특별시 구로구 개봉동 479,"서울특별시 구로구  개봉로15길 84-15, 101동 305호",개봉동,0,101동,305호,3.0,,82.98,39.648,307000000,196480000,260789000.0,2019-05-01,2019,5,1,배당종결,64,84.94755700325733,,지하~3층,중형,1,201905,1,0,구로구,서울특별시 구로구 개봉동
서울남부4계,2018-8580,2018,아파트,서울특별시 양천구 목동 750-5,"서울특별시 양천구  목동중앙본로 34, 101동 2층201호",목동,0,101동,201호,2.0,,84.197,35.068,558000000,446400000,506400000.0,2019-05-01,2019,5,1,배당종결,80,90.75268817204301,,지하~3층,중형,1,201905,1,0,양천구,서울특별시 양천구 목동
서울남부3계,2018-7969,2018,아파트,"서울 강서구 등촌동  694, 8층 802호",서울특별시 강서구 공항대로39길 100,등촌동,694,,802호,8.0,,61.86,25.781,412000000,329600000,379900000.0,2019-04-24,2019,4,24,배당종결,80,92.20873786407768,,8~12층,중형,1,201904,1,0,강서구,서울특별시 강서구 등촌동
서울남부3계,2018-8184,2018,아파트,"서울특별시 양천구 목동 900-17, 8층 802호","서울특별시 양천구  목동서로2길 16, 8층802호",목동,0,,802호,8.0,,119.16,61.562,1054000000,843200000,985100000.0,2019-04-24,2019,4,24,배당종결,80,93.46299810246678,,8~12층,대형,1,201904,1,0,양천구,서울특별시 양천구 목동
서울남부3계,2018-103546,2018,아파트,"서울특별시 금천구 시흥동 1008, 18층 1801호","서울특별시 금천구  독산로50길 57-2, 101동 18층1801호",독산동,0,101동,1801호,18.0,,84.65,31.872,389000000,311200000,341011990.0,2019-04-24,2019,4,24,배당종결,80,87.66375064267352,,13~20층,중형,1,201904,1,0,금천구,서울특별시 금천구 독산동
서울중앙21계,2018-1460,2018,아파트,서울특별시 강남구 논현동  228-9  1층102호,서울특별시 강남구 봉은사로29길 25,논현동,228-9,,102호,1.0,,145.68,73.58,953000000,762400000,909999999.0,2019-04-23,2019,4,23,배당종결,80,95.48793273871982,,지하~3층,초대형,1,201904,1,0,강남구,서울특별시 강남구 논현동
서울남부1계,2018-105627,2018,아파트,"서울특별시 양천구 신정동 329, 1421동 13층 1305호 (신정동,목동신시가지아파트)",서울특별시 양천구 목동동로 130,신정동,329,1421동,1305호,13.0,"신정동,목동신시가지아파트",71.4,57.32,1100000000,880000000,900000000.0,2019-04-23,2019,4,23,배당종결,80,81.81818181818183,,13~20층,중형,1,201904,1,0,양천구,서울특별시 양천구 신정동
서울북부8계,2018-105880,2018,아파트,"서울특별시 성북구 종암동 133, 206동 16층1602호 (종암동,래미안세레니티)",서울특별시 성북구 종암로23길 35,종암동,133,206동,1602호,16.0,"종암동,래미안세레니티",114.99,56.99,734000000,734000000,764100000.0,2019-04-15,2019,4,15,매각,100,104.0,,13~20층,대형,1,201904,1,0,성북구,서울특별시 성북구 종암동
서울중앙2계,2018-4452,2018,아파트,서울특별시 동작구 사당동 105,"서울특별시 동작구  동작대로29길 119, 109동 11층1102호",동작동,0,109동,1102호,11.0,,59.96,26.49,398000000,398000000,405100000.0,2019-04-11,2019,4,11,배당종결,100,101.78391959798996,,8~12층,소형,1,201904,1,0,동작구,서울특별시 동작구 동작동
서울중앙2계,2018-100978,2018,아파트,서울특별시 강남구 청담동 134-21동 5층503호,서울특별시 강남구 학동로 609,청담동,134-21,,503호,5.0,,97.05,,1680000000,1075200000,1210000000.0,2019-04-11,2019,4,11,배당종결,64,72.02380952380952,,4~7층,대형,0,201904,1,0,강남구,서울특별시 강남구 청담동
서울중앙8계,2018-3138,2018,아파트,서울특별시 강남구 압구정동 447,"서울특별시 강남구  압구정로29길 57, 64동 3층302호",압구정동,0,64동,302호,3.0,,82.5,22.89,2090000000,1672000000,1840000000.0,2019-04-10,2019,4,10,배당종결,80,88.03827751196172,,지하~3층,중형,1,201904,1,0,강남구,서울특별시 강남구 압구정동
서울남부8계,2018-7495,2018,아파트,서울특별시 구로구 신도림동 639,"서울특별시 구로구  신도림로 105, 203동 7층703호",신도림동,0,203동,703호,7.0,,84.82,34.88,710000000,568000000,685110000.0,2019-04-10,2019,4,10,배당종결,80,96.4943661971831,,4~7층,중형,1,201904,1,0,구로구,서울특별시 구로구 신도림동
서울북부5계,2018-6273,2018,아파트,"서울특별시 노원구 상계동 685, 101동 13층1304호 (상계동,보람아파트)",서울특별시 노원구 한글비석로 479,상계동,685,101동,1304호,13.0,"상계동,보람아파트",54.59,35.84,301000000,301000000,306990000.0,2019-04-08,2019,4,8,배당종결,100,101.99003322259136,,13~20층,소형,1,201904,1,0,노원구,서울특별시 노원구 상계동
서울북부6계,2018-7146,2018,아파트,"서울 강북구 수유동  733, 하이시티 10층 1012호","서울특별시 도봉구 도봉동 0, 10층1012호",수유동,733,,1012호,10.0,,12.01,3.045,109000000,87200000,88100000.0,2019-04-08,2019,4,8,배당종결,80,80.8256880733945,,8~12층,소형,1,201904,1,0,강북구,서울특별시 강북구 수유동
서울북부6계,2018-11879,2018,아파트,서울특별시 노원구 공릉동 745,"서울특별시 노원구  공릉로 213, 105동 24층2404호",공릉동,0,105동,2404호,24.0,,84.97,26.49,441000000,441000000,445190000.0,2019-04-08,2019,4,8,배당종결,100,100.9501133786848,,21층 이상,중형,1,201904,1,0,노원구,서울특별시 노원구 공릉동
서울서부5계,2018-2505,2018,아파트,"서울특별시 마포구 상수동 398, 204동 3층303호 (상수동,래미안밤섬리베뉴2)",서울특별시 마포구 독막로20나길 21,상수동,398,204동,303호,3.0,"상수동,래미안밤섬리베뉴2",84.82,44.04,1090000000,872000000,1080000000.0,2019-04-02,2019,4,2,매각,80,99.0,,지하~3층,중형,1,201904,1,0,마포구,서울특별시 마포구 상수동
서울북부3계,2018-104382,2018,아파트,서울특별시 중랑구 중화동  207-12 미영리치타운103 9층903호,서울특별시 중랑구 중화동 207-12,중화동,207-12,,903호,9.0,,84.9,24.97,400000000,320000000,371700000.0,2019-04-01,2019,4,1,배당종결,80,92.925,,8~12층,중형,1,201904,1,0,중랑구,서울특별시 중랑구 중화동
서울서부1계,2018-4426,2018,아파트,서울특별시 마포구 신정동 30,"서울특별시 마포구  창전로 26, 103동 14층1402호",창전동,0,103동,1402호,14.0,,114.87,40.27,1130000000,1130000000,1205500000.0,2019-03-26,2019,3,26,배당종결,100,106.68141592920355,,13~20층,대형,1,201903,1,0,마포구,서울특별시 마포구 창전동
서울서부1계,2018-4914,2018,아파트,서울특별시 은평구 구산동 162-1,"서울특별시 은평구  갈현로15길 53, 2동 5층509호",갈현동,0,2동,509호,5.0,,84.06,39.14,297000000,237600000,290010000.0,2019-03-26,2019,3,26,배당종결,80,97.64646464646465,,4~7층,중형,1,201903,1,0,은평구,서울특별시 은평구 갈현동
서울중앙21계,2018-6427,2018,아파트,서울특별시 서초구 서초동 1495-1층402호,서울특별시 서초구 명달로17길 40,서초동,1495-1층402,,402호,1.0,,164.83,93.06,1799000000,1439200000,1600000000.0,2019-03-26,2019,3,26,배당종결,80,88.93829905503057,,지하~3층,초대형,1,201903,1,0,서초구,서울특별시 서초구 서초동
서울남부3계,2018-7655,2018,아파트,서울 금천구 시흥동  109-1 1동 9층 919호,서울특별시 금천구 시흥대로73길 11,시흥동,109-1,1동,919호,9.0,,53.75,32.74,360000000,360000000,371320000.0,2019-03-26,2019,3,26,배당종결,100,103.14444444444445,,8~12층,소형,1,201903,1,0,금천구,서울특별시 금천구 시흥동
서울남부3계,2018-8207,2018,아파트,서울특별시 양천구 신정동 1277,"서울특별시 양천구  신정로 260, 402동 5층504호",신정동,0,402동,504호,5.0,,48.96,23.5,269000000,269000000,321110000.0,2019-03-26,2019,3,26,배당종결,100,119.37174721189592,,4~7층,소형,1,201903,1,0,양천구,서울특별시 양천구 신정동
서울남부1계,2018-100837,2018,아파트,"서울특별시 금천구 독산동 1133,동 4층 404호","서울특별시 금천구  두산로 36, 201동 4층404호",독산동,1133,201동,404호,4.0,,59.95,19.72,272000000,272000000,291000000.0,2019-03-20,2019,3,20,배당종결,100,106.98529411764706,,4~7층,소형,1,201903,1,0,금천구,서울특별시 금천구 독산동
서울남부1계,2018-104334,2018,아파트,"서울특별시 강서구 가양동 1460,동 2층 204호","서울특별시 강서구  허준로 23, 101동 2층 204호",가양동,1460,101동,204호,2.0,,84.99,45.999,614000000,614000000,623190000.0,2019-03-20,2019,3,20,배당종결,100,101.49674267100977,,지하~3층,중형,1,201903,1,0,강서구,서울특별시 강서구 가양동
서울남부11계,2018-8634,2018,아파트,서울 영등포구 신길동  4312 3층 303호,서울특별시 영등포구 여의대방로 99-3,신길동,4312,,303호,3.0,,42.78,18.38,167000000,133600000,143678700.0,2019-03-19,2019,3,19,배당종결,80,86.0351497005988,,지하~3층,소형,1,201903,1,0,영등포구,서울특별시 영등포구 신길동
서울동부3계,2018-3643,2018,아파트,서울특별시 광진구 자양동 690-58,"서울특별시 광진구  자양로4나길 44, 10층1000호",자양동,0,,1000호,10.0,,185.04,57.73699999999999,950000000,760000000,857300000.0,2019-03-18,2019,3,18,배당종결,80,90.2421052631579,,8~12층,초대형,1,201903,1,0,광진구,서울특별시 광진구 자양동
서울동부3계,2018-51932,2018,아파트,서울특별시 성동구 마장동 817,"서울특별시 성동구  마장로 271, 104동 18층1802호",마장동,0,104동,1802호,18.0,,84.93,41.25100000000001,704000000,563200000,705110000.0,2019-03-18,2019,3,18,배당종결,80,100.15767045454544,,13~20층,중형,1,201903,1,0,성동구,서울특별시 성동구 마장동
서울남부9계,2018-6515,2018,아파트,서울 구로구 구로동  743-32 2층 202호,서울특별시 구로구 구로동로20길 37-16,구로동,743-32,,202호,2.0,,59.94,19.5,177000000,113280000,160000000.0,2019-03-13,2019,3,13,배당종결,64,90.3954802259887,,지하~3층,소형,1,201903,1,0,구로구,서울특별시 구로구 구로동
서울중앙4계,2018-101667,2018,아파트,서울특별시 관악구 봉천동 41-263,"서울특별시 관악구  은천로34길 20, 104동 3층302호",봉천동,0,104동,302호,3.0,,83.44,53.533,421000000,421000000,430100000.0,2019-03-13,2019,3,13,배당종결,100,102.16152019002377,,지하~3층,중형,1,201903,1,0,관악구,서울특별시 관악구 봉천동
서울남부8계,2018-6096,2018,아파트,서울특별시 양천구 신정동 312,"서울특별시 양천구  목동서로 340, 917동 1층101호",목동,0,917동,101호,1.0,,126.02,104.42,1597000000,1277600000,1502600000.0,2019-03-12,2019,3,12,배당종결,80,94.08891671884784,,지하~3층,대형,1,201903,1,0,양천구,서울특별시 양천구 목동
서울중앙2계,2018-102134,2018,아파트,서울특별시 서초구 서초동 1625-7,"서울특별시 서초구  서초중앙로12길 19, 6층비6호",서초동,0,,비6호,6.0,,81.18,36.42,646000000,646000000,680000000.0,2019-03-07,2019,3,7,배당종결,100,105.26315789473684,,4~7층,중형,1,201903,1,0,서초구,서울특별시 서초구 서초동
서울중앙10계,2018-4087,2018,아파트,"서울 서초구 반포동  18-1, 래미안퍼스티지 103동 26층 2603호",서울특별시 서초구 반포대로 275,반포동,18-1,103동,2603호,26.0,,84.85,42.25,2300000000,1840000000,2309000000.0,2019-03-06,2019,3,6,배당종결,80,100.39130434782608,,21층 이상,중형,1,201903,1,0,서초구,서울특별시 서초구 반포동
서울남부10계,2018-6607,2018,아파트,"서울 구로구 신도림동  647, 신도림5차이-편한세상 704동 15층 1504호",서울특별시 구로구 신도림로 32,신도림동,647,704동,1504호,15.0,,84.789,43.958,746000000,596800000,724810000.0,2019-03-05,2019,3,5,배당종결,80,97.15951742627345,,13~20층,중형,1,201903,1,0,구로구,서울특별시 구로구 신도림동
서울북부5계,2018-105620,2018,아파트,서울특별시 동대문구 전농동 155,"서울특별시 동대문구  전농로 192, 103동 5층502호",전농동,0,103동,502호,5.0,,114.89,51.32,778000000,622400000,723900000.0,2019-03-04,2019,3,4,배당종결,80,93.04627249357327,,4~7층,대형,1,201903,1,0,동대문구,서울특별시 동대문구 전농동
서울중앙11계,2018-191,2018,아파트,서울특별시 동작구 신대방동 395-68,"서울특별시 동작구  보라매로5가길 24, 13층1303호",봉천동,0,,1303호,13.0,,219.51,26.031,851000000,680800000,735579000.0,2019-02-21,2019,2,21,배당종결,80,86.43701527614571,,13~20층,초대형,1,201902,1,0,관악구,서울특별시 관악구 봉천동
서울서부1계,2018-3720,2018,아파트,서울특별시 은평구 증산동 162-18,"서울특별시 은평구  증산서길 130, 2층203호",증산동,0,,203호,2.0,,74.29,27.87,353000000,282400000,283500000.0,2019-02-19,2019,2,19,배당종결,80,80.31161473087819,,지하~3층,중형,1,201902,1,0,은평구,서울특별시 은평구 증산동
서울서부1계,2018-52821,2018,아파트,서울 은평구 갈현동  267-1 1층 104호,서울특별시 은평구 갈현로29길 61,갈현동,267-1,,104호,1.0,,76.34,39.015,228000000,228000000,240880000.0,2019-02-19,2019,2,19,배당종결,100,105.64912280701755,,지하~3층,중형,1,201902,1,0,은평구,서울특별시 은평구 갈현동
서울서부8계,2018-53350,2018,아파트,서울특별시 은평구 역촌동 232,"서울특별시 은평구  갈현로3나길 23, 103동 5층503호",갈현동,0,103동,503호,5.0,,113.92,65.39,538000000,430400000,517355900.0,2019-02-19,2019,2,19,배당종결,80,96.16280669144982,,4~7층,대형,1,201902,1,0,은평구,서울특별시 은평구 갈현동
서울남부1계,2018-102307,2018,아파트,서울특별시 금천구 독산동 993-25층202호,서울특별시 금천구 독산동 993-25층202호,독산동,993-25층202,,202호,25.0,,105.09,48.093,336000000,268800000,310999999.0,2019-02-19,2019,2,19,배당종결,80,92.55952351190476,,21층 이상,대형,1,201902,1,0,금천구,서울특별시 금천구 독산동
서울남부9계,2018-103577,2018,아파트,서울특별시 구로구 고척동 337,"서울특별시 구로구  중앙로15길 151, 102동 2층204호",봉천동,0,102동,204호,2.0,,84.98,37.244,429000000,343200000,419190000.0,2019-02-12,2019,2,12,배당종결,80,97.71328671328672,,지하~3층,중형,1,201902,1,0,관악구,서울특별시 관악구 봉천동
서울북부1계,2018-7412,2018,아파트,서울특별시 노원구 상계동 172,"서울특별시 노원구  상계로 193-14, 102동 10층1010호",상계동,0,102동,1010호,10.0,,59.67,28.52,340000000,272000000,323550000.0,2019-02-11,2019,2,11,배당종결,80,95.16176470588236,,8~12층,소형,1,201902,1,0,노원구,서울특별시 노원구 상계동
서울남부8계,2018-6577,2018,아파트,"서울 구로구 개봉동  480, 현대홈타운2단지 210동 13층 1303호",서울특별시 구로구 개봉로20길 158,개봉동,480,210동,1303호,13.0,,84.915,26.983,495000000,495000000,545170000.0,2019-01-29,2019,1,29,배당종결,100,110.13535353535353,,13~20층,중형,1,201901,1,0,구로구,서울특별시 구로구 개봉동
서울남부8계,2018-103812,2018,아파트,서울특별시 영등포구 대림동 1124,"서울특별시 영등포구  도림로54길 14, 101동 11층1102호",도림동,0,101동,1102호,11.0,,126.325,63.483,675000000,540000000,630100000.0,2019-01-29,2019,1,29,배당종결,80,93.34814814814814,,8~12층,대형,1,201901,1,0,영등포구,서울특별시 영등포구 도림동
서울북부9계,2018-105569,2018,아파트,서울특별시 노원구 공릉동 705,"서울특별시 노원구  공릉로 206, 103동 14층1401호",공릉동,0,103동,1401호,14.0,,114.17,49.64899999999999,459000000,459000000,459100000.0,2019-01-28,2019,1,28,배당종결,100,100.02178649237472,,13~20층,대형,1,201901,1,0,노원구,서울특별시 노원구 공릉동
서울북부6계,2018-102775,2018,아파트,서울특별시 노원구 하계동 284,"서울특별시 노원구  공릉로 351, 3동 2층201호",공릉동,0,3동,201호,2.0,,27.0,11.91,180000000,180000000,189620000.0,2019-01-21,2019,1,21,배당종결,100,105.34444444444443,,지하~3층,소형,1,201901,1,0,노원구,서울특별시 노원구 공릉동
서울중앙1계,2018-6847,2018,아파트,"서울 관악구 신림동  1735, 관악산휴먼시아 202동 12층 1203호",서울특별시 관악구 난곡로 55,신림동,1735,202동,1203호,12.0,,30.0,17.08,247000000,197600000,223490000.0,2019-01-15,2019,1,15,배당종결,80,90.48178137651823,,8~12층,소형,1,201901,1,0,관악구,서울특별시 관악구 신림동
서울북부4계,2018-1339,2018,아파트,서울특별시 성북구 돈암동 609-1,"서울특별시 성북구  성북로4길 52, 112동 12층1205호",성북동,0,112동,1205호,12.0,,152.25,59.16,567000000,567000000,613580000.0,2019-01-14,2019,1,14,배당종결,100,108.21516754850089,,8~12층,초대형,1,201901,1,0,성북구,서울특별시 성북구 성북동
서울남부3계,2018-3936,2018,아파트,서울특별시 구로구 개봉동 481,"서울특별시 구로구  개봉로20길 6, 120동 9층902호",개봉동,0,120동,902호,9.0,,114.99,41.78,597000000,597000000,630000100.0,2019-01-09,2019,1,9,배당종결,100,105.52765494137353,,8~12층,대형,1,201901,1,0,구로구,서울특별시 구로구 개봉동
서울남부3계,2018-4755,2018,아파트,서울특별시 영등포구 당산동1가 9-1,"서울특별시 영등포구  영등포로28길 5, 11층1107호",신길동,0,,1107호,11.0,,68.88,22.54,460000000,460000000,525000000.0,2019-01-09,2019,1,9,배당종결,100,114.13043478260869,,8~12층,중형,1,201901,1,0,영등포구,서울특별시 영등포구 신길동
서울북부1계,2018-4871,2018,아파트,"서울 강북구 수유동  733, 하이시티 5층 507호",서울특별시 강북구 도봉로71가길 16,수유동,733,,507호,5.0,,12.01,3.045,107000000,68480000,88810000.0,2018-12-31,2018,12,31,배당종결,64,83.0,,4~7층,소형,1,201812,1,0,강북구,서울특별시 강북구 수유동
서울북부1계,2018-4871,2018,아파트,"서울 강북구 수유동  733, 하이시티 11층 1113호",서울특별시 강북구 도봉로71가길 16,수유동,733,,1113호,11.0,,12.02,3.047,109000000,69760000,90470000.0,2018-12-31,2018,12,31,배당종결,64,83.0,,8~12층,소형,1,201812,1,0,강북구,서울특별시 강북구 수유동
서울북부1계,2018-5102,2018,아파트,서울특별시 성북구 종암동 104-1,"서울특별시 성북구  종암로24가길 53, 104동 5층510호",종암동,0,104동,510호,5.0,,84.72,26.27,436000000,436000000,505000000.0,2018-12-31,2018,12,31,배당종결,100,115.8256880733945,,4~7층,중형,1,201812,1,0,성북구,서울특별시 성북구 종암동
서울북부1계,2018-8460,2018,아파트,서울특별시 성북구 돈암동 609-1,"서울특별시 성북구  성북로4길 52, 102동 17층1703호",성북동,0,102동,1703호,17.0,,84.87,35.36,540000000,540000000,563371001.0,2018-12-31,2018,12,31,배당종결,100,104.32796314814814,,13~20층,중형,1,201812,1,0,성북구,서울특별시 성북구 성북동
서울북부2계,2018-101215,2018,아파트,서울특별시 도봉구 방학동 731,"서울특별시 도봉구  방학로11길 10, 101동 10층1006호",방학동,0,101동,1006호,10.0,,59.88,31.15,250000000,250000000,257234600.0,2018-12-31,2018,12,31,배당종결,100,102.89384,,8~12층,소형,1,201812,1,0,도봉구,서울특별시 도봉구 방학동
서울서부7계,2018-2857,2018,아파트,서울특별시 은평구 신사동 12-1,"서울특별시 은평구  갈현로5길 26, 100동 3층302호",갈현동,0,100동,302호,3.0,,84.55,41.0,292000000,233600000,262690000.0,2018-12-18,2018,12,18,배당종결,80,89.9623287671233,,지하~3층,중형,1,201812,1,0,은평구,서울특별시 은평구 갈현동
서울남부8계,2018-103508,2018,아파트,서울특별시 양천구 목동 903,"서울특별시 양천구  목동서로 100, 327동 4층405호",목동,0,327동,405호,4.0,,122.35,118.58,1580000000,1264000000,1587700000.0,2018-12-11,2018,12,11,배당종결,80,100.48734177215191,,4~7층,대형,1,201812,1,0,양천구,서울특별시 양천구 목동
